incident_id,case_number,incident_datetime,incident_type,incident_description,address_1,City,state,Latitude,Longitude,created_date,updated_date,location,hour_of_day,day_of_week,parent_incident_type
"901,039,575",19-0140737,2019 Jan 07 06:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block LANGMEYER AV,BUFFALO,NY,42.92484358,-78.81698876,2019 Jan 15 01:01:56 AM,2019 Sep 23 11:34:24 PM,POINT (-78.81698876093195 42.92484357986257),18,Monday,Theft
"900,809,944",19-0120240,2019 Jan 08 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block PARK ST,BUFFALO,NY,42.94706449,-78.85617862,2019 Jan 12 03:55:13 PM,2019 Sep 23 11:34:59 PM,POINT (-78.85617862158735 42.9470644878762),0,Tuesday,Theft
"901,476,393",19-0160417,2019 Jan 04 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,400 Block GOLD ST,BUFFALO,NY,42.89630329,-78.80519991,2019 Jan 16 10:01:41 PM,2019 Jan 24 04:16:23 AM,POINT (-78.80519990642684 42.89630328831633),12,Friday,Theft
"902,552,636",19-0220443,2019 Jan 04 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1000 Block GENESEE ST,BUFFALO,NY,42.90148918,-78.8442582,2019 Jan 23 02:54:22 PM,2019 Jan 30 05:00:46 AM,POINT (-78.8442581986752 42.901489184581514),12,Friday,Theft
"902,969,362",19-0250243,2015 Jan 25 12:00:00 PM,SEXUAL ABUSE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block CULVER RD,BUFFALO,NY,42.83980951,-78.8174511,2019 Jan 25 05:52:26 PM,2019 Feb 02 04:56:40 AM,POINT (-78.81745109743173 42.83980951202153),12,Sunday,Other Sexual Offense
"902,969,363",19-0250244,2015 Jan 25 12:00:00 PM,SEXUAL ABUSE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block VANDERBILT ST,BUFFALO,NY,42.89218619,-78.80585686,2019 Jan 25 05:52:26 PM,2019 Feb 02 04:56:40 AM,POINT (-78.805856858726 42.89218618798844),12,Sunday,Other Sexual Offense
"902,969,364",19-0250245,2018 Jan 25 12:00:00 PM,SEXUAL ABUSE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block HEMPSTEAD AV,BUFFALO,NY,42.93049223,-78.8050612,2019 Jan 25 05:52:26 PM,2019 Feb 02 04:56:40 AM,POINT (-78.80506119711333 42.9304922315033),12,Thursday,Other Sexual Offense
"902,972,631",19-0250450,2018 Jan 25 12:00:00 PM,SEXUAL ABUSE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block 14TH ST,BUFFALO,NY,42.91089528,-78.89065989,2019 Jan 25 06:10:03 PM,2019 Feb 02 04:56:43 AM,POINT (-78.8906598853704 42.91089527708419),12,Thursday,Other Sexual Offense
"901,019,637",19-0120374,2019 Jan 09 12:00:00 PM,SEXUAL ABUSE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block WAKEFIELD AV,BUFFALO,NY,42.93424285,-78.83565826,2019 Jan 14 07:17:07 PM,2019 Jan 20 04:48:26 AM,POINT (-78.83565825907772 42.9342428518739),12,Wednesday,Other Sexual Offense
"854,556,050",18-1380673,2018 Jan 01 12:01:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block JOHNSON ST,BUFFALO,NY,42.89807833,-78.84793857,2018 May 18 09:07:22 PM,2019 Sep 23 11:33:31 PM,POINT (-78.84793857469873 42.89807832590173),0,Monday,Breaking & Entering
"854,559,667",18-1380628,2018 Apr 27 03:23:00 PM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block E NORTH ST,BUFFALO,NY,42.90245391,-78.87647238,2018 May 18 10:16:37 PM,2019 Sep 23 11:33:31 PM,POINT (-78.87647237973833 42.90245390613836),15,Friday,Breaking & Entering
"854,542,293",18-1380299,2018 Apr 28 12:21:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block JERSEY ST,BUFFALO,NY,42.90138451,-78.88673108,2018 May 18 03:47:59 PM,2019 Sep 23 11:34:05 PM,POINT (-78.88673107559583 42.90138450511117),12,Saturday,Theft
"854,542,298",18-1380353,2018 Mar 01 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block WALDEN AV,BUFFALO,NY,42.90326103,-78.82455864,2018 May 18 03:47:59 PM,2018 May 26 02:59:07 AM,POINT (-78.82455864379337 42.90326103136154),12,Thursday,Theft
"894,581,032",18-3510529,2018 Nov 20 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block HUDSON ST,BUFFALO,NY,42.89289048,-78.87146384,2018 Dec 18 05:25:25 AM,2018 Dec 24 09:29:22 PM,POINT (-78.87146383534977 42.89289047689623),12,Tuesday,Theft
"864,877,458",18-2050391,2018 Jun 25 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block MORRIS AV,BUFFALO,NY,42.94077761,-78.83366823,2018 Jul 25 03:56:54 PM,2018 Jul 31 09:46:10 AM,POINT (-78.83366822733664 42.94077761335888),12,Monday,Theft
"855,628,713",18-1460758,2018 May 07 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block GRIMES ST,BUFFALO,NY,42.89225421,-78.82638161,2018 May 26 10:47:17 PM,2019 Sep 23 11:34:40 PM,POINT (-78.8263816074384 42.89225421071414),0,Monday,Theft
"855,839,075",18-1490478,2018 May 16 11:34:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,600 Block GOODYEAR AV,BUFFALO,NY,42.91363703,-78.82258328,2018 May 29 05:59:22 PM,2018 Jun 06 03:19:44 AM,POINT (-78.8225832779591 42.91363702961639),11,Wednesday,Theft
"861,498,464",18-1800611,2018 Jan 01 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,800 Block GENESEE ST,BUFFALO,NY,42.89937026,-78.84693642,2018 Jun 29 10:43:48 PM,2019 Sep 23 11:33:03 PM,POINT (-78.84693641669882 42.899370261711844),0,Monday,Theft
"861,491,706",18-1800510,2018 Feb 01 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block MARINE DR,BUFFALO,NY,42.87942378,-78.87994505,2018 Jun 29 08:11:37 PM,2019 Sep 23 11:32:55 PM,POINT (-78.87994505126154 42.87942377553978),0,Thursday,Theft
"857,664,980",18-1680456,2018 Jun 15 02:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,ABBOTT RD & CAZENOVIA ST,BUFFALO,NY,42.84832552,-78.81256087,2018 Jun 17 04:46:09 PM,2019 Sep 23 11:33:51 PM,POINT (-78.81256086688549 42.84832551980118),14,Friday,Theft
"863,581,115",18-1930718,2018 Jul 12 05:46:05 AM,SEXUAL ABUSE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,600 Block WEST AV,BUFFALO,NY,42.90869205,-78.89367244,2018 Jul 13 03:47:54 AM,2018 Jul 20 03:43:21 AM,POINT (-78.89367244085649 42.90869205055514),5,Thursday,Other Sexual Offense
"839,242,924",18-0830493,2017 Mar 16 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,2100 Block MAIN ST,BUFFALO,NY,42.92880507,-78.84993703,2018 Mar 25 08:25:50 PM,2018 Apr 01 03:50:32 AM,POINT (-78.84993702635 42.92880507442883),12,Thursday,Theft
"867,743,512",18-2320311,2018 Jul 04 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block DART ST,BUFFALO,NY,42.93191082,-78.89158586,2018 Aug 20 10:38:41 PM,2019 Sep 23 11:34:54 PM,POINT (-78.89158586149664 42.93191082473957),0,Wednesday,Theft
"863,340,814",18-1930027,2018 Jul 12 12:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,CONGRESS ST & POTOMAC AV,BUFFALO,NY,42.92398216,-78.89117296,2018 Jul 12 09:50:47 AM,2019 Sep 23 11:33:03 PM,POINT (-78.89117296488776 42.92398216321101),0,Thursday,Assault
"867,772,667",18-2320804,2018 Jul 02 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block CLAREMONT AV,BUFFALO,NY,42.92263885,-78.88033895,2018 Aug 21 01:53:06 AM,2018 Aug 24 11:13:15 AM,POINT (-78.88033895345232 42.92263884972631),12,Monday,Theft
"866,502,969",18-2200781,2018 Aug 08 06:03:13 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block WINSPEAR AV,BUFFALO,NY,42.9502123,-78.8227996,2018 Aug 09 03:34:37 AM,2018 Aug 15 06:40:15 PM,POINT (-78.82279959543284 42.95021230047737),6,Wednesday,Breaking & Entering
"853,725,683",18-1310339,2018 May 11 12:01:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block ENGLEWOOD AV,BUFFALO,NY,42.95366624,-78.82438187,2018 May 11 05:56:13 PM,2019 Sep 23 11:32:49 PM,POINT (-78.82438186959911 42.95366623755036),0,Friday,Breaking & Entering
"854,061,350",18-1330850,2018 May 13 09:15:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,2600 Block DELAWARE AV,BUFFALO,NY,42.95539024,-78.87366037,2018 May 14 02:27:01 AM,2018 May 16 03:28:19 AM,POINT (-78.87366037059289 42.95539024320731),9,Sunday,Assault
"854,152,668",18-1340211,2018 May 14 08:45:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block REED ST,BUFFALO,NY,42.90031432,-78.84205124,2018 May 14 02:16:09 PM,2019 Sep 23 11:31:32 PM,POINT (-78.84205123866397 42.90031432492454),8,Monday,Assault
"854,197,791",18-1340994,2018 May 14 09:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,700 Block SMITH ST,BUFFALO,NY,42.88280445,-78.84376902,2018 May 15 04:37:59 AM,2019 Sep 23 11:32:09 PM,POINT (-78.84376901856682 42.882804448569075),9,Monday,Theft
"908,075,281",19-0551512,2019 Feb 24 11:17:54 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,WILLIAM ST & FILLMORE AV,BUFFALO,NY,42.88500972,-78.83926343,2019 Feb 25 08:45:21 AM,2019 Mar 04 04:44:47 AM,POINT (-78.83926343295911 42.88500971936649),11,Sunday,Theft
"907,983,132",19-0550284,2019 Feb 24 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block WILLIAM ST,BUFFALO,NY,42.88524483,-78.86754769,2019 Feb 24 05:22:38 PM,2019 Mar 04 04:44:45 AM,POINT (-78.86754769447937 42.88524482642945),12,Sunday,Theft
"854,297,466",18-1350700,2018 May 15 02:30:00 PM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block OAKMONT AV,BUFFALO,NY,42.93195093,-78.80275127,2018 May 16 07:12:57 AM,2019 Sep 23 11:32:07 PM,POINT (-78.80275127279398 42.93195093112233),14,Tuesday,Breaking & Entering
"870,064,218",18-2480880,2018 Sep 05 07:43:00 PM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,2300 Block MAIN ST,BUFFALO,NY,42.932024,-78.84621678,2018 Sep 06 02:02:12 AM,2019 Sep 23 11:33:55 PM,POINT (-78.8462167823881 42.932024000683825),19,Wednesday,Robbery
"908,075,278",19-0551107,2019 Feb 24 12:00:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block MERRIMAC ST,BUFFALO,NY,42.95452788,-78.83204298,2019 Feb 25 08:45:21 AM,2019 Sep 23 11:34:05 PM,POINT (-78.83204298341468 42.95452788206294),0,Sunday,Breaking & Entering
"908,075,279",19-0551461,2019 Feb 24 12:00:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block LANGFIELD DR,BUFFALO,NY,42.93012388,-78.81099696,2019 Feb 25 08:45:21 AM,2019 Sep 23 11:34:05 PM,POINT (-78.81099695741005 42.9301238781802),0,Sunday,Breaking & Entering
"854,204,317",18-1350049,2018 May 15 01:35:13 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block FULTON ST,BUFFALO,NY,42.87373893,-78.87115089,2018 May 15 06:56:54 AM,2018 May 16 03:28:20 AM,POINT (-78.87115088985551 42.87373892763738),1,Tuesday,Breaking & Entering
"889,294,330",18-3150650,2018 Nov 11 06:24:02 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block WEAVER ST,BUFFALO,NY,42.8741903,-78.80377765,2018 Nov 12 01:39:39 AM,2018 Nov 12 01:40:22 AM,POINT (-78.8037776470761 42.87419029928135),6,Sunday,Assault
"913,614,030",19-1010565,2019 Apr 11 05:30:53 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,2800 Block BAILEY AV,BUFFALO,NY,42.93182028,-78.81339304,2019 Apr 12 04:02:46 AM,2019 Apr 19 03:18:55 AM,POINT (-78.81339303975497 42.93182028474633),5,Thursday,Breaking & Entering
"913,579,202",19-1010328,2019 Apr 11 06:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block SYMPHONY CR,BUFFALO,NY,42.90194739,-78.88135931,2019 Apr 11 10:38:39 PM,2019 Apr 19 03:18:50 AM,POINT (-78.88135930771277 42.901947390650925),6,Thursday,Theft
"913,579,201",19-1010242,2019 Apr 11 10:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block HAWLEY ST,BUFFALO,NY,42.92916911,-78.89078806,2019 Apr 11 10:38:39 PM,2019 Apr 19 03:18:46 AM,POINT (-78.89078805904161 42.92916910550653),10,Thursday,Theft
"913,714,625",19-1020595,2019 Apr 12 04:14:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,800 Block ELMWOOD AV,BUFFALO,NY,42.91976544,-78.87737578,2019 Apr 13 03:24:20 AM,2019 Apr 20 03:51:27 AM,POINT (-78.8773757766807 42.919765436176604),4,Friday,Theft
"913,689,888",19-1020536,2019 Apr 12 01:00:00 AM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block GUERNSEY ST,BUFFALO,NY,42.94143111,-78.90194111,2019 Apr 12 09:00:07 PM,2019 Sep 23 11:37:23 PM,POINT (-78.90194110881158 42.94143111080073),1,Friday,Robbery
"922,070,076",19-1550463,2019 Jun 03 02:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block EASTWOOD PL,BUFFALO,NY,42.91158995,-78.87688896,2019 Jun 05 11:52:42 AM,2019 Jun 12 03:27:34 AM,POINT (-78.87688896229213 42.911589946657706),2,Monday,Theft
"913,636,471",19-1020020,2019 Apr 12 12:44:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,400 Block BERKSHIRE AV,BUFFALO,NY,42.94496276,-78.81370342,2019 Apr 12 06:59:25 AM,2019 Sep 23 11:36:26 PM,POINT (-78.81370341595964 42.944962760643406),0,Friday,Assault
"913,675,755",19-1020277,2019 Apr 12 10:30:00 AM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1300 Block HERTEL AV,BUFFALO,NY,42.94799167,-78.85857318,2019 Apr 12 05:13:02 PM,2019 Sep 23 11:36:05 PM,POINT (-78.85857317573621 42.94799166682232),10,Friday,Robbery
"925,705,574",19-1960349,2019 Jul 14 08:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block WALDEN AV,BUFFALO,NY,42.90348508,-78.82239472,2019 Jul 15 08:36:36 PM,2019 Jul 23 03:50:00 AM,POINT (-78.82239472229284 42.90348508072955),8,Sunday,Theft
"939,061,327",19-2370103,2019 Aug 25 01:34:50 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block HUGHES AV,BUFFALO,NY,42.92457511,-78.85182296,2019 Aug 25 07:59:56 AM,2019 Sep 02 04:19:19 AM,POINT (-78.85182296110469 42.924575111199836),1,Sunday,Breaking & Entering
"854,615,242",18-1390328,2018 May 18 02:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block ERB ST,BUFFALO,NY,42.92097973,-78.8005096,2018 May 19 04:21:53 PM,2019 Sep 23 11:33:32 PM,POINT (-78.80050959565003 42.92097973325379),14,Friday,Theft
"856,052,169",18-1510784,2018 May 31 06:19:25 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block W UTICA ST,BUFFALO,NY,42.91105531,-78.87132446,2018 Jun 01 07:09:25 AM,2019 Sep 23 11:34:43 PM,POINT (-78.87132446238373 42.91105530511694),18,Thursday,Theft
"921,917,559",19-1550403,2019 Jun 04 12:55:32 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block PENNSYLVANIA ST,BUFFALO,NY,42.89664922,-78.89264173,2019 Jun 04 05:54:36 PM,2019 Sep 23 11:36:26 PM,POINT (-78.89264172638454 42.89664921534284),12,Tuesday,Theft
"925,675,688",19-1960119,2019 Jul 15 05:20:00 AM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1100 Block S PARK AV,BUFFALO,NY,42.86097294,-78.83938792,2019 Jul 15 12:14:30 PM,2019 Sep 23 11:37:11 PM,POINT (-78.83938792337626 42.86097293620263),5,Monday,Robbery
"854,621,165",18-1390484,2018 Apr 23 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block MILLICENT AV,BUFFALO,NY,42.93485596,-78.80455405,2018 May 19 07:42:06 PM,2019 Sep 23 11:32:52 PM,POINT (-78.80455404968082 42.93485595817313),0,Monday,Theft
"854,432,969",18-1360949,2018 May 09 07:30:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,MILLS ST & B ST,BUFFALO,NY,42.89996964,-78.83667544,2018 May 17 07:27:43 AM,2019 Sep 23 11:32:14 PM,POINT (-78.83667543992725 42.899969642705386),19,Wednesday,Assault
"853,975,932",18-1320323,2018 May 11 06:00:00 PM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block CROSSMAN AV,BUFFALO,NY,42.91480136,-78.80295174,2018 May 12 03:08:33 PM,2019 Sep 23 11:32:10 PM,POINT (-78.80295173775934 42.914801361773875),18,Friday,Theft of Vehicle
"841,297,392",18-0930006,2018 Apr 03 12:07:01 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block RILEY ST,BUFFALO,NY,42.90958713,-78.85455748,2018 Apr 03 06:44:00 AM,2019 Sep 23 11:32:07 PM,POINT (-78.85455747862993 42.909587125019904),0,Tuesday,Assault
"939,076,236",19-2370303,2019 Aug 25 12:00:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block HIGHGATE AV,BUFFALO,NY,42.94795504,-78.81296756,2019 Aug 25 02:18:04 PM,2019 Sep 23 11:36:33 PM,POINT (-78.81296755598589 42.94795504476721),0,Sunday,Breaking & Entering
"939,084,226",19-2370460,2019 Aug 25 12:21:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,ELMWOOD AV & ALLEN ST,BUFFALO,NY,42.89943367,-78.87724183,2019 Aug 25 05:58:34 PM,2019 Sep 23 11:36:32 PM,POINT (-78.87724182560447 42.89943366628819),12,Sunday,Theft
"939,107,960",19-2371049,2019 Aug 25 09:55:57 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,500 Block WASHINGTON ST,BUFFALO,NY,42.88753733,-78.87248372,2019 Aug 26 03:15:47 AM,2019 Sep 23 11:37:21 PM,POINT (-78.87248372316242 42.887537331003685),21,Sunday,Theft
"841,581,662",18-0930581,2016 Jan 01 12:00:00 PM,SEXUAL ABUSE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block 18TH ST,BUFFALO,NY,42.9126082,-78.88626351,2018 Apr 04 12:41:00 AM,2018 Apr 11 01:22:46 AM,POINT (-78.88626351029279 42.91260819649175),12,Friday,Other Sexual Offense
"840,240,669",18-0870441,2016 Jul 11 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block MYERS ST,BUFFALO,NY,42.90262328,-78.84023204,2018 Mar 28 11:30:40 PM,2018 Apr 05 07:07:13 AM,POINT (-78.840232040086 42.90262328038977),12,Monday,Theft
"839,309,355",18-0840658,2018 Mar 16 12:00:00 PM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block NORTHRUP PL,BUFFALO,NY,42.95009957,-78.82421854,2018 Mar 26 09:44:19 AM,2019 Sep 23 11:31:24 PM,POINT (-78.82421854222498 42.95009956909048),12,Friday,Breaking & Entering
"839,326,076",18-0850323,2018 Mar 17 01:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,900 Block E LOVEJOY ST,BUFFALO,NY,42.88948611,-78.81148181,2018 Mar 26 03:24:39 PM,2019 Sep 23 11:32:49 PM,POINT (-78.81148181005531 42.889486109490704),1,Saturday,Theft
"839,247,216",18-0840639,2018 Mar 22 10:30:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1100 Block E DELAVAN AV,BUFFALO,NY,42.92235017,-78.81526191,2018 Mar 25 10:43:13 PM,2019 Sep 23 11:31:53 PM,POINT (-78.81526190817699 42.92235017034333),22,Thursday,Theft
"839,233,443",18-0840282,2018 Mar 22 07:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,700 Block ST LAWRENCE AV,BUFFALO,NY,42.95570968,-78.84351591,2018 Mar 25 04:20:23 PM,2018 Apr 02 04:43:25 AM,POINT (-78.84351591036669 42.955709675530024),7,Thursday,Theft
"839,343,506",18-0850403,2018 Mar 24 07:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1300 Block BROADWAY,BUFFALO,NY,42.89513764,-78.82527336,2018 Mar 26 05:58:13 PM,2019 Sep 23 11:32:46 PM,POINT (-78.8252733599801 42.89513763577373),19,Saturday,Theft
"839,417,901",18-0850503,2018 Mar 24 07:00:00 PM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block HUMBOLDT PW,BUFFALO,NY,42.92789516,-78.85183738,2018 Mar 26 09:56:16 PM,2019 Sep 23 11:32:05 PM,POINT (-78.85183738000424 42.92789515702838),19,Saturday,Theft of Vehicle
"854,481,840",18-1370454,2018 May 17 07:30:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block ORLEANS ST,BUFFALO,NY,42.93910515,-78.80651123,2018 May 17 10:56:47 PM,2019 Sep 23 11:32:07 PM,POINT (-78.8065112299663 42.939105146917335),7,Thursday,Breaking & Entering
