incident_id,case_number,incident_datetime,incident_type,incident_description,address_1,City,state,Latitude,Longitude,created_date,updated_date,location,hour_of_day,day_of_week,parent_incident_type
"862,006,501",18-1851010,2018 Jul 04 09:10:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block BURGARD PL,BUFFALO,NY,42.9091251,-78.81506301,2018 Jul 05 03:12:44 AM,2019 Sep 23 11:34:05 PM,POINT (-78.81506300840722 42.90912510483922),21,Wednesday,Assault
"914,450,928",19-1110217,2019 Apr 20 12:00:00 PM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,3300 Block MAIN ST,BUFFALO,NY,42.95402568,-78.82307586,2019 Apr 21 03:00:20 PM,2019 Sep 23 11:36:30 PM,POINT (-78.8230758621367 42.95402568135638),12,Saturday,Breaking & Entering
"914,450,929",19-1110210,2019 Apr 20 12:00:00 PM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block PANSY PL,BUFFALO,NY,42.92077168,-78.84728897,2019 Apr 21 03:00:20 PM,2019 Sep 23 11:36:34 PM,POINT (-78.84728897391453 42.92077167683926),12,Saturday,Breaking & Entering
"914,447,799",19-1110174,2019 Apr 20 06:30:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,400 Block S DIVISION ST,BUFFALO,NY,42.88019218,-78.85789852,2019 Apr 21 01:11:52 PM,2019 Sep 23 11:36:40 PM,POINT (-78.85789852274895 42.880192180155575),18,Saturday,Theft
"914,441,493",19-1110128,2019 Apr 21 03:28:43 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block HENRIETTA AV,BUFFALO,NY,42.95767689,-78.90116571,2019 Apr 21 10:26:19 AM,2019 Sep 23 11:37:05 PM,POINT (-78.9011657061437 42.95767689024023),3,Sunday,Theft
"914,479,463",19-1110648,2019 Apr 21 03:30:00 PM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block GORSKI ST,BUFFALO,NY,42.86893741,-78.80995129,2019 Apr 22 03:15:37 AM,2019 Sep 23 11:37:26 PM,POINT (-78.80995129013051 42.86893740783383),15,Sunday,Breaking & Entering
"914,472,384",19-1110625,2019 Apr 21 04:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,600 Block BUSTI AV,BUFFALO,NY,42.9004584,-78.89441491,2019 Apr 22 12:32:33 AM,2019 Sep 23 11:36:35 PM,POINT (-78.89441491016953 42.900458404158485),16,Sunday,Theft
"891,335,176",18-3320109,2018 Nov 28 05:32:59 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block LISBON AV,BUFFALO,NY,42.94830863,-78.82772256,2018 Nov 28 03:51:29 PM,2019 Sep 23 11:34:57 PM,POINT (-78.82772256406825 42.948308634923286),5,Wednesday,Assault
"914,546,926",19-1110615,2019 Apr 21 06:45:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1600 Block HERTEL AV,BUFFALO,NY,42.94744108,-78.8477017,2019 Apr 22 07:19:53 AM,2019 Sep 23 11:37:25 PM,POINT (-78.84770170043876 42.94744108027628),6,Sunday,Breaking & Entering
"879,195,435",18-2690355,2018 Sep 17 11:00:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block QUINCY ST,BUFFALO,NY,42.89462358,-78.82180071,2018 Sep 26 06:28:02 PM,2019 Sep 23 11:34:53 PM,POINT (-78.82180071071573 42.89462358393799),11,Monday,Breaking & Entering
"879,199,297",18-2690485,2018 Sep 25 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,2100 Block ELMWOOD AV,BUFFALO,NY,42.95447207,-78.87862425,2018 Sep 26 07:41:01 PM,2019 Sep 23 11:33:07 PM,POINT (-78.87862424795195 42.95447207424472),12,Tuesday,Theft
"879,205,321",18-2690487,2018 Sep 26 02:31:47 PM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,2000 Block SENECA ST,BUFFALO,NY,42.85669615,-78.81169672,2018 Sep 26 09:38:49 PM,2019 Sep 23 11:35:00 PM,POINT (-78.81169672454119 42.856696152232985),14,Wednesday,Theft of Vehicle
"879,221,400",18-2690911,2018 Sep 26 09:30:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block PENNSYLVANIA AV,BUFFALO,NY,42.89805069,-78.891865,2018 Sep 27 02:39:29 AM,2019 Sep 23 11:34:10 PM,POINT (-78.89186499519806 42.898050690329065),21,Wednesday,Assault
"914,432,560",19-1110028,2019 Apr 21 12:49:43 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block LITTLEFIELD AV,BUFFALO,NY,42.90937365,-78.80024488,2019 Apr 21 07:01:00 AM,2019 Sep 23 11:38:25 PM,POINT (-78.80024487917024 42.909373649948805),0,Sunday,Assault
"914,463,401",19-1110391,2019 Apr 21 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block DARTMOUTH AV,BUFFALO,NY,42.94320843,-78.81283787,2019 Apr 21 08:59:21 PM,2019 Sep 23 11:37:29 PM,POINT (-78.81283786989358 42.94320842914818),12,Sunday,Theft
"857,527,458",18-1660796,2018 Jun 13 03:25:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block PERSIA ST,BUFFALO,NY,42.91121118,-78.80069927,2018 Jun 16 12:32:06 AM,2019 Sep 23 11:33:43 PM,POINT (-78.80069926739824 42.91121118497225),3,Wednesday,Theft
"857,519,229",18-1660402,2018 Jun 15 12:00:00 PM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block FREUND ST,BUFFALO,NY,42.92130515,-78.80252682,2018 Jun 15 10:15:20 PM,2019 Sep 23 11:33:01 PM,POINT (-78.80252681839337 42.92130515314375),12,Friday,Breaking & Entering
"857,515,951",18-1660544,2018 Jun 15 02:50:19 PM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,2200 Block GENESEE ST,BUFFALO,NY,42.91799035,-78.79975244,2018 Jun 15 09:10:54 PM,2019 Sep 23 11:33:42 PM,POINT (-78.7997524409171 42.9179903471892),14,Friday,Theft of Vehicle
"857,523,267",18-1660710,2018 Jun 15 04:57:09 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block WEX AV,BUFFALO,NY,42.90441819,-78.80877484,2018 Jun 15 11:08:38 PM,2019 Sep 23 11:33:43 PM,POINT (-78.80877484272379 42.90441819101395),16,Friday,Theft
"857,547,296",18-1670005,2018 Jun 16 12:08:48 AM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,N DIVISION ST & WASHINGTON ST,BUFFALO,NY,42.88314291,-78.87414223,2018 Jun 16 06:46:10 AM,2019 Sep 23 11:33:50 PM,POINT (-78.87414223031115 42.88314291155172),0,Saturday,Robbery
"929,496,852",19-2120311,2019 Jun 06 12:00:00 AM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block RAMSDELL AV,BUFFALO,NY,42.95781596,-78.88002244,2019 Jul 31 07:33:24 PM,2019 Sep 23 11:37:35 PM,POINT (-78.88002244068318 42.95781595908787),0,Thursday,Theft of Vehicle
"929,309,662",19-2110767,2019 Jun 30 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block WOEPPEL ST,BUFFALO,NY,42.91154055,-78.84038106,2019 Jul 31 01:45:55 AM,2019 Sep 23 11:36:45 PM,POINT (-78.8403810591733 42.911540545694),0,Sunday,Theft
"929,306,802",19-2110753,2019 Jul 14 12:01:00 AM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,500 Block FILLMORE AV,BUFFALO,NY,42.88868716,-78.83898011,2019 Jul 31 12:36:23 AM,2019 Sep 23 11:37:39 PM,POINT (-78.83898011490807 42.88868716038514),0,Sunday,Theft of Vehicle
"926,231,787",19-2020352,2019 Jul 14 04:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block DAVEY ST,BUFFALO,NY,42.89452208,-78.80399932,2019 Jul 21 04:00:55 PM,2019 Sep 23 11:37:07 PM,POINT (-78.80399932439246 42.89452208470588),16,Sunday,Theft
"929,345,967",19-2110945,2019 Jul 15 12:01:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block ROMMEL AV,BUFFALO,NY,42.91748291,-78.85731738,2019 Jul 31 01:53:11 PM,2019 Sep 23 11:37:11 PM,POINT (-78.8573173768843 42.91748290881995),0,Monday,Assault
"926,247,939",19-2020508,2019 Jul 15 08:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block NIAGARA ST,BUFFALO,NY,42.8920342,-78.88433426,2019 Jul 21 11:16:25 PM,2019 Sep 23 11:37:37 PM,POINT (-78.88433426048688 42.892034197427144),20,Monday,Theft
"926,356,517",19-2030386,2019 Jul 15 10:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1100 Block BROADWAY,BUFFALO,NY,42.89382956,-78.83385144,2019 Jul 22 05:27:03 PM,2019 Sep 23 11:36:48 PM,POINT (-78.83385143899724 42.89382956169856),22,Monday,Theft
"929,017,731",19-2100342,2019 Jul 15 12:30:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block HARLOW PL,BUFFALO,NY,42.93920332,-78.83833005,2019 Jul 29 07:38:20 PM,2019 Aug 06 10:36:02 AM,POINT (-78.83833005171036 42.93920332300902),12,Monday,Assault
"840,737,001",18-0880498,2018 Mar 21 08:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,500 Block ELMWOOD AV,BUFFALO,NY,42.91079423,-78.87688519,2018 Mar 29 10:21:59 PM,2019 Sep 23 11:31:25 PM,POINT (-78.87688518600847 42.910794232806005),8,Wednesday,Theft
"838,734,899",18-0800768,2018 Mar 21 08:11:00 PM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block FERRY ST,BUFFALO,NY,42.91328655,-78.84483058,2018 Mar 22 02:29:27 AM,2019 Sep 23 11:32:44 PM,POINT (-78.84483058074139 42.913286548178036),20,Wednesday,Robbery
"844,548,153",18-1170399,2018 Apr 25 05:00:00 PM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,MAIN ST & W UTICA ST,BUFFALO,NY,42.92432641,-78.85256861,2018 Apr 27 11:20:48 PM,2019 Sep 23 11:31:07 PM,POINT (-78.85256861360467 42.92432641182128),17,Wednesday,Theft of Vehicle
"844,507,542",18-1170538,2018 Apr 26 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,RAMSDELL AV & GROVE ST,BUFFALO,NY,42.95753252,-78.88349525,2018 Apr 27 10:40:23 PM,2019 Sep 23 11:30:36 PM,POINT (-78.88349525094651 42.95753252014816),0,Thursday,Theft
"844,548,151",18-1170682,2018 Apr 27 05:15:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,BROADWAY & LATHROP ST,BUFFALO,NY,42.89471602,-78.82997388,2018 Apr 27 11:20:48 PM,2019 Sep 23 11:30:36 PM,POINT (-78.82997387590265 42.89471602344666),17,Friday,Theft
"844,908,653",18-1170662,2018 Apr 27 05:34:39 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,THEODORE ST & BLOCK ST,BUFFALO,NY,42.91273296,-78.80835719,2018 Apr 28 03:16:26 AM,2019 Sep 23 11:30:32 PM,POINT (-78.8083571905358 42.91273295886424),17,Friday,Assault
"926,234,808",19-2020434,2019 Jul 19 11:00:00 AM,SEXUAL ABUSE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,2200 Block SENECA ST,BUFFALO,NY,42.85187787,-78.80612232,2019 Jul 21 05:40:58 PM,2019 Jul 29 03:50:12 AM,POINT (-78.80612232067001 42.85187786576251),11,Friday,Other Sexual Offense
"878,868,292",18-2660575,2018 Mar 29 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block GOETHE ST,BUFFALO,NY,42.88649074,-78.79967961,2018 Sep 24 02:36:32 PM,2019 Sep 23 11:33:58 PM,POINT (-78.79967960790752 42.88649074487887),0,Thursday,Theft
"857,339,978",18-1641103,2018 Jun 03 11:40:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block YALE PL,BUFFALO,NY,42.85461229,-78.81094315,2018 Jun 14 01:13:28 PM,2019 Sep 23 11:34:41 PM,POINT (-78.810943154149 42.854612287208404),23,Sunday,Assault
"857,090,807",18-1620250,2018 Jun 05 04:30:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block DORRIS AV,BUFFALO,NY,42.92599485,-78.81755318,2018 Jun 12 01:29:30 AM,2019 Sep 23 11:34:48 PM,POINT (-78.81755317657264 42.925994851204905),16,Tuesday,Theft
"878,934,315",18-2670220,2018 Jul 01 12:00:00 AM,SEXUAL ABUSE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,600 Block MAIN ST,BUFFALO,NY,42.89289048,-78.87146384,2018 Sep 24 06:33:50 PM,2019 Sep 23 11:33:59 PM,POINT (-78.87146383534977 42.89289047689623),0,Sunday,Other Sexual Offense
"879,219,543",18-2690768,2018 Jul 02 07:07:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block MINERAL SPRING RD,BUFFALO,NY,42.86139797,-78.80675333,2018 Sep 27 01:59:39 AM,2019 Sep 23 11:34:10 PM,POINT (-78.80675332571033 42.8613979747712),19,Monday,Theft
"879,123,488",18-2670641,2018 Jul 11 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block DEPEW AV,BUFFALO,NY,42.94433674,-78.84933176,2018 Sep 25 11:05:53 PM,2019 Sep 23 11:34:19 PM,POINT (-78.84933176034761 42.944336744484566),0,Wednesday,Theft
"926,251,667",19-2020892,2019 Jul 21 01:15:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,2100 Block ELMWOOD AV,BUFFALO,NY,42.95441893,-78.87795161,2019 Jul 22 12:57:51 AM,2019 Jul 29 03:50:15 AM,POINT (-78.87795160736484 42.954418930366316),1,Sunday,Theft
"838,771,151",18-0810082,2018 Mar 22 04:00:34 AM,RAPE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,500 Block FOREST AV,BUFFALO,NY,42.92766374,-78.87894423,2018 Mar 22 02:27:37 PM,2019 Sep 23 11:31:17 PM,POINT (-78.87894422561057 42.92766373729954),4,Thursday,Sexual Assault
"838,808,958",18-0810488,2018 Mar 22 03:59:34 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,600 Block AMHERST ST,BUFFALO,NY,42.93999218,-78.81577627,2018 Mar 22 09:05:04 PM,2019 Sep 23 11:31:52 PM,POINT (-78.81577626587033 42.93999218336202),15,Thursday,Theft
"877,772,273",18-2570724,2018 Sep 13 04:00:00 PM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,600 Block E FERRY ST,BUFFALO,NY,42.9144261,-78.8383772,2018 Sep 14 10:40:24 PM,2019 Sep 23 11:34:22 PM,POINT (-78.83837719624712 42.91442609520883),16,Thursday,Theft of Vehicle
"877,719,681",18-2570315,2018 Sep 13 06:30:00 PM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block YORK ST,BUFFALO,NY,42.9056469,-78.88316874,2018 Sep 14 04:05:50 PM,2019 Sep 23 11:34:51 PM,POINT (-78.88316874460847 42.90564690090895),18,Thursday,Theft of Vehicle
"868,234,340",18-2360269,2018 Aug 24 09:33:55 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,500 Block NIAGARA ST,BUFFALO,NY,42.89898721,-78.8905261,2018 Aug 24 02:39:43 PM,2018 Aug 24 02:40:19 PM,POINT (-78.8905260968202 42.89898720997877),9,Friday,Assault
"838,824,203",18-0810754,2018 Mar 22 08:34:09 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block WILSON ST,BUFFALO,NY,42.88618707,-78.84038771,2018 Mar 23 02:46:57 AM,2019 Sep 23 11:31:11 PM,POINT (-78.84038770849502 42.88618707212392),20,Thursday,Theft
"838,824,206",18-0810796,2018 Mar 22 09:22:00 PM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block LONGVIEW AV,BUFFALO,NY,42.91972776,-78.83567369,2018 Mar 23 02:46:57 AM,2019 Sep 23 11:32:45 PM,POINT (-78.83567369034662 42.919727759432774),21,Thursday,Robbery
"897,136,149",18-3550361,2018 Dec 21 01:15:31 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1500 Block BROADWAY,BUFFALO,NY,42.89602913,-78.81882056,2018 Dec 21 09:18:06 PM,2018 Dec 21 10:06:04 PM,POINT (-78.81882056199382 42.89602913281535),1,Friday,Breaking & Entering
"838,852,381",18-0820104,2018 Mar 23 04:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block WATSON ST,BUFFALO,NY,42.88207618,-78.85022078,2018 Mar 23 10:30:13 AM,2019 Sep 23 11:32:45 PM,POINT (-78.85022078244538 42.88207617965461),4,Friday,Assault
"839,120,181",18-0820614,2018 Mar 23 03:56:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block FOUNTAIN PA,BUFFALO,NY,42.97783974,-78.82428943,2018 Mar 24 12:12:46 AM,2019 Sep 23 11:32:46 PM,POINT (-78.82428942638418 42.97783974126463),15,Friday,Theft
"877,816,167",18-2571225,2018 Sep 14 10:00:00 PM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,GRANT ST & LAFAYETTE AV,BUFFALO,NY,42.92427875,-78.89311594,2018 Sep 15 01:21:58 PM,2019 Sep 23 11:34:17 PM,POINT (-78.8931159440755 42.92427874737612),22,Friday,Theft of Vehicle
"877,789,809",18-2571160,2018 Sep 14 10:48:00 PM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block E DELAVAN AV,BUFFALO,NY,42.92173434,-78.84628504,2018 Sep 15 04:47:45 AM,2019 Sep 23 11:33:06 PM,POINT (-78.84628503670665 42.921734341703626),22,Friday,Theft of Vehicle
"926,231,792",19-2020264,2019 Jul 21 07:12:30 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block NEWFIELD ST,BUFFALO,NY,42.95941509,-78.89770038,2019 Jul 21 04:01:08 PM,2019 Sep 23 11:36:31 PM,POINT (-78.89770037500854 42.95941508577947),7,Sunday,Assault
"926,226,723",19-2020289,2019 Jul 21 08:12:00 AM,THEFT OF SERVICES,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block CAMDEN AV,BUFFALO,NY,42.95135768,-78.87330524,2019 Jul 21 01:52:21 PM,2019 Sep 23 11:37:37 PM,POINT (-78.87330523924831 42.95135767786996),8,Sunday,Theft
"926,322,441",19-2021002,2019 Jul 21 09:44:44 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,700 Block ELMWOOD AV,BUFFALO,NY,42.91688498,-78.87713809,2019 Jul 22 06:23:25 AM,2019 Sep 23 11:36:47 PM,POINT (-78.87713808805145 42.9168849820646),21,Sunday,Assault
"839,141,190",18-0820837,2018 Mar 23 09:21:48 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block BIRD AV,BUFFALO,NY,42.92615798,-78.88812211,2018 Mar 24 06:28:08 AM,2019 Sep 23 11:32:46 PM,POINT (-78.8881221056421 42.92615798175404),21,Friday,Assault
"839,145,767",18-0820848,2018 Mar 23 09:35:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,600 Block AMHERST ST,BUFFALO,NY,42.93999218,-78.81577627,2018 Mar 24 07:49:45 AM,2019 Sep 23 11:31:16 PM,POINT (-78.81577626587033 42.93999218336202),21,Friday,Theft
"842,970,693",18-1080013,2018 Apr 18 12:25:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block KOONS AV,BUFFALO,NY,42.90615004,-78.82076269,2018 Apr 18 06:49:17 AM,2019 Sep 23 11:31:12 PM,POINT (-78.82076269072823 42.90615003893608),0,Wednesday,Theft
"843,000,947",18-1080016,2018 Apr 18 12:45:17 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block SWINBURNE ST,BUFFALO,NY,42.89292317,-78.82142098,2018 Apr 18 03:51:47 PM,2019 Sep 23 11:33:04 PM,POINT (-78.82142098252707 42.892923166454715),0,Wednesday,Assault
"839,180,649",18-0830345,2018 Mar 23 10:00:00 PM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,800 Block ELLICOTT ST,BUFFALO,NY,42.90053445,-78.86504267,2018 Mar 24 08:10:21 PM,2019 Sep 23 11:31:22 PM,POINT (-78.86504267453017 42.90053444734188),22,Friday,Theft of Vehicle
"839,182,368",18-0830443,2018 Mar 23 10:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block DARTMOUTH AV,BUFFALO,NY,42.9432082,-78.81294991,2018 Mar 24 09:16:43 PM,2019 Sep 23 11:32:46 PM,POINT (-78.81294991318279 42.943208204461065),22,Friday,Theft
"843,084,932",18-1090313,2018 Apr 19 11:43:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1700 Block BROADWAY,BUFFALO,NY,42.89802749,-78.80748265,2018 Apr 19 06:11:08 PM,2019 Sep 23 11:31:17 PM,POINT (-78.80748265444011 42.89802748749454),11,Thursday,Theft
"843,128,417",18-1090724,2018 Apr 19 07:31:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block WICK ST,BUFFALO,NY,42.89918357,-78.81931774,2018 Apr 20 02:47:14 AM,2019 Sep 23 11:32:04 PM,POINT (-78.8193177445704 42.899183573077906),19,Thursday,Assault
"923,096,309",19-1670404,2019 Jun 16 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block HAMPSHIRE ST,BUFFALO,NY,42.91148549,-78.89562756,2019 Jun 16 08:34:30 PM,2019 Jun 19 06:14:45 PM,POINT (-78.89562755655709 42.911485485857185),12,Sunday,Theft
"856,866,709",18-1600935,2018 Jun 09 09:08:36 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,500 Block W UTICA ST,BUFFALO,NY,42.91103806,-78.88857019,2018 Jun 10 04:15:29 AM,2018 Jun 10 04:16:14 AM,POINT (-78.88857019353439 42.91103806149317),9,Saturday,Assault
"902,801,318",19-0240450,2019 Jan 17 11:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block THEODORE ST,BUFFALO,NY,42.91040149,-78.8079381,2019 Jan 24 08:50:14 PM,2019 Sep 23 11:33:49 PM,POINT (-78.80793809849054 42.91040148794275),11,Thursday,Theft
