incident_id,case_number,incident_datetime,incident_type_primary,incident_description,address_1,city,state,zip,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type
"744,621,176",16-01-0874-1,2016 Jan 08 05:00:00 PM,LARCENY-THEFT,Occur From Date: 01/08/2016 17:00<br>Occur To Date: 01/13/2016 16:00<br>16-8-6 THEFT OF LOST OR MISLAID PROPERTY - $.01 TO $1500.00<br>Case Status: Open Investigation,200 Block THE PRESERVE DR,ATHENS,GA,30606,33.9451974,-83.4479292,2016 Jan 14 06:40:05 AM,2016 Jan 21 09:01:58 AM,POINT (-83.4479292 33.9451974),17,Friday,Theft
"744,621,179",16-01-0865-1,2016 Jan 08 08:00:00 PM,ALL OTHER OFFENSES,Occur From Date: 01/08/2016 20:00<br>Occur To Date: 01/13/2016 14:25<br>16-11-39.1 HARASSING COMMUNICATIONS; VENUE; SEP OFFENSES; FREE SPEECH<br>Case Status: Open Investigation,100 Block STRICKLAND AVE,ATHENS,GA,30601,33.9680645,-83.3732236,2016 Jan 14 06:40:05 AM,2016 Jan 21 09:13:31 AM,POINT (-83.3732236 33.9680645),20,Friday,Other
"744,620,612",16-01-0896-1,2016 Jan 09 08:00:00 PM,LARCENY-THEFT,Occur From Date: 01/09/2016 20:00<br>Occur To Date: 01/13/2016 21:15<br>16-8-2 THEFT BY TAKING - ALL OTHER - $.01 TO $1500.00<br>Case Status: Open Investigation,300 Block BARNETT SHOALS RD,ATHENS,GA,30605,33.9433673,-83.3533174,2016 Jan 14 06:39:35 AM,2016 Jan 21 09:05:46 AM,POINT (-83.3533174 33.9433673),20,Saturday,Theft
"744,620,926",16-01-0875-1,2016 Jan 12 07:15:00 PM,LARCENY-THEFT,Occur From Date: 01/12/2016 19:15<br>Occur To Date: 01/13/2016 07:30<br>16-8-18 ENTERING AUTO (THEFT - ITEMS FROM VEH)<br>Case Status: Open Investigation,900 Block E BROAD ST,ATHENS,GA,30601,33.9586187,-83.368422,2016 Jan 14 06:39:44 AM,2016 Jan 21 09:01:18 AM,POINT (-83.368422 33.9586187),19,Tuesday,Theft
"744,620,967",16-01-0857-1,2016 Jan 12 08:00:00 PM,LARCENY-THEFT,Occur From Date: 01/12/2016 20:00<br>Occur To Date: 01/13/2016 08:00<br>16-8-2 THEFT BY TAKING - ALL OTHER - $.01 TO $1500.00<br>Case Status: Open Investigation,COLLEGE AVE & E HANCOCK AVE,ATHENS,GA,30601,33.9601847,-83.3761454,2016 Jan 14 06:39:49 AM,2016 Jan 21 09:01:18 AM,POINT (-83.3761454 33.9601847),20,Tuesday,Theft
"744,620,969",16-01-0856-1,2016 Jan 12 01:40:00 PM,LARCENY-THEFT,Occur From Date: 01/12/2016 13:40<br>Occur To Date: 01/12/2016 13:45<br>16-8-6 THEFT OF LOST OR MISLAID PROPERTY - $.01 TO $1500.00<br>Case Status: Open Investigation,2200 Block LEXINGTON RD,ATHENS,GA,30605,33.94448,-83.339581,2016 Jan 14 06:39:49 AM,2016 Jan 21 09:01:17 AM,POINT (-83.339581 33.94448),13,Tuesday,Theft
"744,620,988",16-01-0868-1,2016 Jan 12 09:00:00 PM,LARCENY-THEFT,Occur From Date: 01/12/2016 21:00<br>Occur To Date: 01/13/2016 13:00<br>16-8-2 THEFT BY TAKING - ALL OTHER - $.01 TO $1500.00<br>Case Status: Open Investigation,200 Block N FINLEY ST,ATHENS,GA,30601,33.9574036,-83.383063,2016 Jan 14 06:39:57 AM,2016 Jan 21 09:08:10 AM,POINT (-83.383063 33.9574036),21,Tuesday,Theft
"744,620,544",16-01-0866-1,2016 Jan 13 01:37:00 PM,ALL OTHER OFFENSES,"Occur From Date: 01/13/2016 13:37<br>Occur To Date: 01/13/2016 13:37<br>3-17-3 CURFEW VIOLATION DAYTIME - STUDENT, CHILD<br>Case Status: Cleared by Arrest",100 Block HIGHLAND PARK DR,ATHENS,GA,30605,33.9172006,-83.3247881,2016 Jan 14 06:39:28 AM,2016 Jan 21 09:00:42 AM,POINT (-83.3247881 33.9172006),13,Wednesday,Other
"744,620,545",16-01-0863-1,2016 Jan 13 02:00:00 PM,ALL OTHER OFFENSES,Occur From Date: 01/13/2016 14:00<br>Occur To Date: 01/13/2016 14:00<br>16-10-25 GIVING FALSE INFORMATION<br>Case Status: Cleared by Arrest,LEXINGTON RD & WINTERVILLE RD,ATHENS,GA,30605,33.9465361,-83.351791,2016 Jan 14 06:39:28 AM,2016 Jan 21 09:01:18 AM,POINT (-83.351791 33.9465361),14,Wednesday,Other
"744,620,610",16-01-0880-1,2016 Jan 13 05:31:00 PM,OTHER ASSAULTS,Occur From Date: 01/13/2016 17:31<br>Occur To Date: 01/13/2016 17:31<br>16-5-23 SIMPLE BATTERY<br>Case Status: Cleared by Arrest,300 Block N HARRIS ST,ATHENS,GA,30601,33.9574656,-83.3877118,2016 Jan 14 06:39:35 AM,2016 Jan 21 09:01:58 AM,POINT (-83.3877118 33.9574656),17,Wednesday,Assault
"744,620,970",16-01-0872-1,2016 Jan 13 02:30:00 PM,OTHER ASSAULTS,Occur From Date: 01/13/2016 14:30<br>Occur To Date: 01/13/2016 15:00<br>16-5-20 SIMPLE ASSAULT<br>Case Status: Open Investigation,200 Block CHINA ST,ATHENS,GA,30605,33.9509077,-83.364407,2016 Jan 14 06:39:49 AM,2016 Jan 21 09:13:31 AM,POINT (-83.364407 33.9509077),14,Wednesday,Assault
"744,620,971",16-01-0851-2,2016 Jan 13 11:35:00 AM,DRUG ABUSE VIOLATIONS,Occur From Date: 01/13/2016 11:35<br>Occur To Date: 01/13/2016 11:35<br>16-13-2 (B) MARIJUANA - POSS OF 1 OZ OR LESS (M)<br>Case Status: Cleared by Arrest,100 Block TALLASSEE RD,ATHENS,GA,30606,33.965247,-83.4290446,2016 Jan 14 06:39:49 AM,2016 Jan 21 09:08:09 AM,POINT (-83.4290446 33.965247),11,Wednesday,Drugs
"744,620,972",16-01-0843-1,2016 Jan 13 09:06:00 AM,ALL OTHER OFFENSES,"Occur From Date: 01/13/2016 09:06<br>Occur To Date: 01/13/2016 09:15<br>16-5-95 COURT ORDER, VIOLATING (FV, PROTECTIVE, RESTRAINING)<br>Case Status: Cleared by Arrest",100 Block TRINITY PL,ATHENS,GA,30607,33.9767401,-83.4145384,2016 Jan 14 06:39:49 AM,2016 Jan 21 09:08:09 AM,POINT (-83.4145384 33.9767401),9,Wednesday,Other
"744,620,974",16-01-0851-1,2016 Jan 13 11:35:00 AM,MOTOR VEHICLE THEFT,"Occur From Date: 01/13/2016 11:35<br>Occur To Date: 01/13/2016 11:35<br>16-8-2 (MV) THEFT BY TAKING - TRUCK, VAN, BUS<br>Case Status: Cleared by Arrest",100 Block TALLASSEE RD,ATHENS,GA,30606,33.965247,-83.4290446,2016 Jan 14 06:39:49 AM,2016 Jan 21 09:08:09 AM,POINT (-83.4290446 33.965247),11,Wednesday,Theft of Vehicle
"744,620,981",16-01-0860-1,2016 Jan 13 12:45:00 PM,ALL OTHER OFFENSES,Occur From Date: 01/13/2016 12:45<br>Occur To Date: 01/13/2016 13:07<br>16-11-39.1 HARASSING COMMUNICATIONS; VENUE; SEP OFFENSES; FREE SPEECH<br>Case Status: Exceptionally Cleared,200 Block ROCKSPRINGS CT,ATHENS,GA,30606,33.9491748,-83.3922092,2016 Jan 14 06:39:57 AM,2016 Jan 21 09:08:10 AM,POINT (-83.3922092 33.9491748),12,Wednesday,Other
"744,620,987",16-01-0858-1,2016 Jan 13 12:37:00 PM,DRUG ABUSE VIOLATIONS,Occur From Date: 01/13/2016 12:37<br>Occur To Date: 01/13/2016 12:37<br>16-13-2 (B) MARIJUANA - POSS OF 1 OZ OR LESS (M)<br>Case Status: Cleared by Arrest,COLLEGE STATION RD & SEGREST CIR,ATHENS,GA,30605,33.9220595,-83.3515368,2016 Jan 14 06:39:57 AM,2016 Jan 21 09:08:09 AM,POINT (-83.3515368 33.9220595),12,Wednesday,Drugs
"744,620,990",16-01-0847-1,2016 Jan 13 09:00:00 AM,ALL OTHER OFFENSES,Occur From Date: 01/13/2016 09:00<br>Occur To Date: 01/13/2016 10:00<br>16-7-21 CRIMINAL TRESPASS - DAMAGED PROPERTY<br>Case Status: Open Investigation,700 Block BARNETT SHOALS RD,ATHENS,GA,30605,33.9360478,-83.3507327,2016 Jan 14 06:39:57 AM,2016 Jan 21 09:00:41 AM,POINT (-83.3507327 33.9360478),9,Wednesday,Other
"744,620,992",16-01-0886-1,2016 Jan 13 05:45:00 PM,OTHER ASSAULTS,Occur From Date: 01/13/2016 17:45<br>Occur To Date: 01/13/2016 17:55<br>16-5-23 SIMPLE BATTERY<br>Case Status: Exceptionally Cleared,1700 Block E BROAD ST,ATHENS,GA,30601,33.9510029,-83.3541196,2016 Jan 14 06:39:57 AM,2016 Jan 21 09:05:46 AM,POINT (-83.3541196 33.9510029),17,Wednesday,Assault
"744,821,592",16-01-0947-1,2016 Jan 11 03:00:00 PM,FRAUD,Occur From Date: 01/11/2016 15:00<br>Occur To Date: 01/13/2016 16:00<br>16-9-121 IDENTITY FRAUD<br>Case Status: Open Investigation,1900 Block COMMERCE RD,ATHENS,GA,30607,33.9993578,-83.383301,2016 Jan 15 06:39:46 AM,2016 Jan 21 09:08:13 AM,POINT (-83.383301 33.9993578),15,Monday,Theft
"744,821,579",16-01-0932-1,2016 Jan 12 12:01:00 AM,FRAUD,Occur From Date: 01/12/2016 00:01<br>Occur To Date: 01/12/2016 23:59<br>16-9-121 IDENTITY FRAUD<br>Case Status: Open Investigation,400 Block EPPS BRIDGE PKWY,ATHENS,GA,30606,33.9356325,-83.4363283,2016 Jan 15 06:39:39 AM,2016 Jan 21 09:01:20 AM,POINT (-83.4363283 33.9356325),0,Tuesday,Theft
"744,821,587",16-01-0936-1,2016 Jan 12 05:00:00 PM,BURGLARY,Occur From Date: 01/12/2016 17:00<br>Occur To Date: 01/13/2016 12:00<br>16-7-1 BURGLARY - RESIDENCE - FORCED ENTRY<br>Case Status: Open Investigation,300 Block BLOOMFIELD ST,ATHENS,GA,30605,33.9465842,-83.3854706,2016 Jan 15 06:39:39 AM,2016 Jan 21 09:08:12 AM,POINT (-83.3854706 33.9465842),17,Tuesday,Breaking & Entering
"744,821,594",16-01-0868-2,2016 Jan 12 09:00:00 PM,FRAUD,Occur From Date: 01/12/2016 21:00<br>Occur To Date: 01/13/2016 13:00<br>16-9-37 FINANCIAL TRANSACTION CARD - UNAUTHORIZED USE<br>Case Status: Open Investigation,200 Block N FINLEY ST,ATHENS,GA,30601,33.9574036,-83.383063,2016 Jan 15 06:39:46 AM,2016 Jan 21 09:08:10 AM,POINT (-83.383063 33.9574036),21,Tuesday,Theft
"744,821,310",16-01-0948-1,2016 Jan 13 09:00:00 PM,BURGLARY,Occur From Date: 01/13/2016 21:00<br>Occur To Date: 01/14/2016 12:00<br>16-7-1 BURGLARY - RESIDENCE - NO FORCED ENTRY<br>Case Status: Open Investigation,400 Block S MILLEDGE AVE,ATHENS,GA,30605,33.9503364,-83.3873167,2016 Jan 15 06:39:26 AM,2016 Jan 21 09:05:47 AM,POINT (-83.3873167 33.9503364),21,Wednesday,Breaking & Entering
"744,821,577",16-01-0972-1,2016 Jan 13 11:15:00 PM,LARCENY-THEFT,Occur From Date: 01/13/2016 23:15<br>Occur To Date: 01/13/2016 23:45<br>16-8-2 THEFT BY TAKING - ALL OTHER - $.01 TO $1500.00<br>Case Status: Open Investigation,1100 Block PRINCE AVE,ATHENS,GA,30606,33.9622345,-83.3955637,2016 Jan 15 06:39:39 AM,2016 Jan 21 09:08:13 AM,POINT (-83.3955637 33.9622345),23,Wednesday,Theft
"744,620,928",16-01-0903-2,2016 Jan 14 01:40:00 AM,LIQUOR LAWS,Occur From Date: 01/14/2016 01:40<br>Occur To Date: 01/14/2016 01:40<br>3-3-23 UNDERAGE FURNISH POSS OR CONSUMPTION OF ALCOHOL<br>Case Status: Cleared by Arrest,E BROAD ST & N JACKSON ST,ATHENS,GA,30602,33.9579088,-83.3742834,2016 Jan 14 06:39:44 AM,2016 Jan 21 09:01:59 AM,POINT (-83.3742834 33.9579088),1,Thursday,Liquor
"744,620,929",16-01-0903-1,2016 Jan 14 01:40:00 AM,DRIVING UNDER THE INFLUENCE,Occur From Date: 01/14/2016 01:40<br>Occur To Date: 01/14/2016 01:40<br>40-6-391 DUI - ALCOHOL<br>Case Status: Cleared by Arrest,E BROAD ST & N JACKSON ST,ATHENS,GA,30602,33.9579088,-83.3742834,2016 Jan 14 06:39:44 AM,2016 Jan 21 09:05:46 AM,POINT (-83.3742834 33.9579088),1,Thursday,Liquor
"744,620,983",16-01-0900-1,2016 Jan 14 12:34:00 AM,LARCENY-THEFT,Occur From Date: 01/14/2016 00:34<br>Occur To Date: 01/14/2016 00:34<br>16-8-14 THEFT BY SHOPLIFTING $500.01 & UP 4TH<br>Case Status: Cleared by Arrest,700 Block OGLETHORPE AVE,ATHENS,GA,30606,33.9628029,-83.4123221,2016 Jan 14 06:39:57 AM,2016 Jan 21 09:05:46 AM,POINT (-83.4123221 33.9628029),0,Thursday,Theft
"744,620,984",16-01-0900-2,2016 Jan 14 12:34:00 AM,ALL OTHER OFFENSES,Occur From Date: 01/14/2016 00:34<br>Occur To Date: 01/14/2016 00:34<br>16-13-32.2 DRUG RELATED OBJECTS - POSS OF<br>Case Status: Cleared by Arrest,700 Block OGLETHORPE AVE,ATHENS,GA,30606,33.9628029,-83.4123221,2016 Jan 14 06:39:57 AM,2016 Jan 21 09:05:46 AM,POINT (-83.4123221 33.9628029),0,Thursday,Other
"744,821,111",16-01-0935-1,2016 Jan 14 03:15:00 AM,AGGRAVATED ASSAULT,Occur From Date: 01/14/2016 03:15<br>Occur To Date: 01/14/2016 03:45<br>16-5-21 AGGRAVATED ASSAULT - OTHER DANGEROUS WEAPON<br>Case Status: Open Investigation,400 Block OLD HULL RD,ATHENS,GA,30601,33.9779878,-83.3486971,2016 Jan 15 06:39:20 AM,2016 Jan 21 09:00:42 AM,POINT (-83.3486971 33.9779878),3,Thursday,Assault with Deadly Weapon
"744,821,113",16-01-0926-1,2016 Jan 14 09:00:00 AM,FRAUD,Occur From Date: 01/14/2016 09:00<br>Occur To Date: 01/14/2016 12:00<br>16-9-31 FINANCIAL TRANSACTION CARD - ALL OTHER<br>Case Status: Open Investigation,1000 Block ULTIMATE DR,ATHENS,GA,30606,33.9448592,-83.4423135,2016 Jan 15 06:39:20 AM,2016 Jan 21 09:00:42 AM,POINT (-83.4423135 33.9448592),9,Thursday,Theft
"744,821,115",16-01-0970-1,2016 Jan 14 08:03:00 PM,DRIVING UNDER THE INFLUENCE,Occur From Date: 01/14/2016 20:03<br>Occur To Date: 01/14/2016 20:27<br>40-6-391 DUI - ALCOHOL<br>Case Status: Cleared by Arrest,W CLAYTON ST & N HULL ST,ATHENS,GA,30601,33.9578514,-83.3785812,2016 Jan 15 06:39:20 AM,2016 Jan 21 09:05:48 AM,POINT (-83.3785812 33.9578514),20,Thursday,Liquor
"744,821,120",16-01-0906-1,2016 Jan 14 05:50:00 AM,MOTOR VEHICLE THEFT,Occur From Date: 01/14/2016 05:50<br>Occur To Date: 01/14/2016 06:00<br>16-8-2 (MV) THEFT BY TAKING - AUTO<br>Case Status: Open Investigation,200 Block WOODY LN,ATHENS,GA,30605,33.937008,-83.331858,2016 Jan 15 06:39:20 AM,2016 Jan 21 09:00:42 AM,POINT (-83.331858 33.937008),5,Thursday,Theft of Vehicle
"744,821,303",16-01-0953-2,2016 Jan 14 04:58:00 PM,ALL OTHER OFFENSES,Occur From Date: 01/14/2016 16:58<br>Occur To Date: 01/14/2016 17:17<br>16-7-21 CRIMINAL TRESPASS - DAMAGED PROPERTY<br>Case Status: Open Investigation,200 Block ROCKSPRINGS CT,ATHENS,GA,30606,33.9491748,-83.3922092,2016 Jan 15 06:39:26 AM,2016 Jan 21 09:13:35 AM,POINT (-83.3922092 33.9491748),16,Thursday,Other
"744,821,306",16-01-0953-1,2016 Jan 14 04:58:00 PM,OTHER ASSAULTS,Occur From Date: 01/14/2016 16:58<br>Occur To Date: 01/14/2016 17:17<br>16-5-23 SIMPLE BATTERY<br>Case Status: Open Investigation,200 Block ROCKSPRINGS CT,ATHENS,GA,30606,33.9491748,-83.3922092,2016 Jan 15 06:39:26 AM,2016 Jan 21 09:13:35 AM,POINT (-83.3922092 33.9491748),16,Thursday,Assault
"744,821,309",16-01-0927-1,2016 Jan 14 12:34:00 PM,DRIVING UNDER THE INFLUENCE,Occur From Date: 01/14/2016 12:34<br>Occur To Date: 01/14/2016 12:34<br>40-6-391 DUI - DRUGS / INHALENTS<br>Case Status: Cleared by Arrest,INNER LOOP 10 & N PETER ST,ATHENS,GA,30601,33.9610118,-83.358008,2016 Jan 15 06:39:26 AM,2016 Jan 21 09:01:20 AM,POINT (-83.358008 33.9610118),12,Thursday,Liquor
"744,821,311",16-01-0945-1,2016 Jan 14 03:33:00 PM,LARCENY-THEFT,Occur From Date: 01/14/2016 15:33<br>Occur To Date: 01/14/2016 15:37<br>16-8-2 THEFT BY TAKING - ALL OTHER - $1500.01 & UP<br>Case Status: Exceptionally Cleared,500 Block RUSTWOOD DR,ATHENS,GA,30606,33.9912677,-83.4691489,2016 Jan 15 06:39:26 AM,2016 Jan 21 09:13:34 AM,POINT (-83.4691489 33.9912677),15,Thursday,Theft
"744,821,312",16-01-0945-2,2016 Jan 14 03:33:00 PM,OTHER ASSAULTS,Occur From Date: 01/14/2016 15:33<br>Occur To Date: 01/14/2016 15:37<br>16-5-23.1 BATTERY (MISD)<br>Case Status: Exceptionally Cleared,500 Block RUSTWOOD DR,ATHENS,GA,30606,33.9912677,-83.4691489,2016 Jan 15 06:39:26 AM,2016 Jan 21 09:13:34 AM,POINT (-83.4691489 33.9912677),15,Thursday,Assault
"744,821,314",16-01-0961-1,2016 Jan 14 07:20:00 PM,AGGRAVATED ASSAULT,Occur From Date: 01/14/2016 19:20<br>Occur To Date: 01/14/2016 20:15<br>16-5-21 AGGRAVATED ASSAULT - OTHER DANGEROUS WEAPON<br>Case Status: Open Investigation,300 Block FAIRVIEW ST,ATHENS,GA,30601,33.9573266,-83.3557658,2016 Jan 15 06:39:26 AM,2016 Jan 21 09:01:21 AM,POINT (-83.3557658 33.9573266),19,Thursday,Assault with Deadly Weapon
"744,821,405",16-01-0944-1,2016 Jan 14 02:40:00 PM,OTHER ASSAULTS,Occur From Date: 01/14/2016 14:40<br>Occur To Date: 01/14/2016 14:51<br>16-11-37 BOMB THREAT - TERRORISTIC THREATS OR ACTS<br>Case Status: Open Investigation,100 Block PARADISE BLVD,ATHENS,GA,30607,33.9789358,-83.3950085,2016 Jan 15 06:39:33 AM,2016 Jan 21 09:01:20 AM,POINT (-83.3950085 33.9789358),14,Thursday,Assault
"744,821,406",16-01-0904-1,2016 Jan 14 05:07:00 AM,ALL OTHER OFFENSES,Occur From Date: 01/14/2016 05:07<br>Occur To Date: 01/14/2016 05:07<br>16-7-21 CRIMINAL TRESPASS INTRUSION UPON PROPERTY<br>Case Status: Cleared by Arrest,3900 Block ATLANTA HWY,ATHENS,GA,30622,33.9419314,-83.4729604,2016 Jan 15 06:39:33 AM,2016 Jan 21 09:05:47 AM,POINT (-83.4729604 33.9419314),5,Thursday,Other
"744,821,409",16-01-0929-1,2016 Jan 14 12:13:00 PM,FORGERY AND COUNTERFEITING,Occur From Date: 01/14/2016 12:13<br>Occur To Date: 01/14/2016 12:13<br>16-9-1 FORGERY 4TH DEGREE - POSS/UTTERING CHECKS UNDER $1500<br>Case Status: Open Investigation,300 Block COLLEGE AVE,ATHENS,GA,30601,33.959851,-83.375647,2016 Jan 15 06:39:33 AM,2016 Jan 21 09:05:47 AM,POINT (-83.375647 33.959851),12,Thursday,Theft
"744,821,413",16-01-0905-2,2016 Jan 14 07:54:00 AM,"STOLEN PROPERTY: BUYING, RECEIVING, POSSESSING",Occur From Date: 01/14/2016 07:54<br>Occur To Date: 01/14/2016 07:54<br>16-8-7 THEFT BY RECEIVING - $.01 TO $1500.00<br>Case Status: Cleared by Arrest,3400 Block ATLANTA HWY,ATHENS,GA,30606,33.9403877,-83.4525138,2016 Jan 15 06:39:33 AM,2016 Jan 21 09:08:10 AM,POINT (-83.4525138 33.9403877),7,Thursday,Theft
"744,821,414",16-01-0905-1,2016 Jan 14 07:54:00 AM,"STOLEN PROPERTY: BUYING, RECEIVING, POSSESSING",Occur From Date: 01/14/2016 07:54<br>Occur To Date: 01/14/2016 07:54<br>16-8-7 (MV) THEFT BY RECEIVING - MOTOR VEHICLE<br>Case Status: Cleared by Arrest,3400 Block ATLANTA HWY,ATHENS,GA,30606,33.9403877,-83.4525138,2016 Jan 15 06:39:33 AM,2016 Jan 21 09:08:10 AM,POINT (-83.4525138 33.9403877),7,Thursday,Theft
"744,821,415",16-01-0965-1,2016 Jan 14 07:00:00 PM,OTHER ASSAULTS,Occur From Date: 01/14/2016 19:00<br>Occur To Date: 01/14/2016 19:15<br>16-5-20 SIMPLE ASSAULT<br>Case Status: Open Investigation,NELLIE B AVE,ATHENS,GA,33.9557539,-83.3493852,2016 Jan 15 06:39:33 AM,2016 Jan 21 09:05:48 AM,POINT (-83.3493852 33.9557539),19,Thursday,Assault,
"744,821,416",16-01-0951-2,2016 Jan 14 05:24:00 PM,ALL OTHER OFFENSES,Occur From Date: 01/14/2016 17:24<br>Occur To Date: 01/14/2016 17:24<br>16-10-24 (A) OBSTRUCTING OR HINDERING LEO (MISD)<br>Case Status: Cleared by Arrest,100 Block HICKMAN DR,ATHENS,GA,30601,33.9618831,-83.3768116,2016 Jan 15 06:39:33 AM,2016 Jan 21 09:05:48 AM,POINT (-83.3768116 33.9618831),17,Thursday,Other
"744,821,417",16-01-0951-1,2016 Jan 14 05:24:00 PM,ALL OTHER OFFENSES,Occur From Date: 01/14/2016 17:24<br>Occur To Date: 01/14/2016 17:24<br>16-7-21 CRIMINAL TRESPASS INTRUSION UPON PROPERTY<br>Case Status: Cleared by Arrest,100 Block HICKMAN DR,ATHENS,GA,30601,33.9618831,-83.3768116,2016 Jan 15 06:39:33 AM,2016 Jan 21 09:05:47 AM,POINT (-83.3768116 33.9618831),17,Thursday,Other
"744,821,575",16-01-0937-2,2016 Jan 14 01:54:00 PM,ALL OTHER OFFENSES,"Occur From Date: 01/14/2016 13:54<br>Occur To Date: 01/14/2016 13:54<br>3-17-3 CURFEW VIOLATION DAYTIME - STUDENT, CHILD<br>Case Status: Exceptionally Cleared",900 Block HAWTHORNE AVE,ATHENS,GA,30606,33.9657085,-83.4149539,2016 Jan 15 06:39:39 AM,2016 Jan 21 09:08:13 AM,POINT (-83.4149539 33.9657085),13,Thursday,Other
"744,821,576",16-01-0937-1,2016 Jan 14 01:54:00 PM,LARCENY-THEFT,"Occur From Date: 01/14/2016 13:54<br>Occur To Date: 01/14/2016 13:54<br>16-8-14 THEFT BY SHOPLIFTING $.01 TO $500.00 1ST, 2ND, 3RD<br>Case Status: Exceptionally Cleared",900 Block HAWTHORNE AVE,ATHENS,GA,30606,33.9657085,-83.4149539,2016 Jan 15 06:39:39 AM,2016 Jan 21 09:08:13 AM,POINT (-83.4149539 33.9657085),13,Thursday,Theft
"744,821,582",16-01-0964-1,2016 Jan 14 05:10:00 PM,ROBBERY,Occur From Date: 01/14/2016 17:10<br>Occur To Date: 01/14/2016 19:10<br>16-8-41 ARMED ROBBERY - OTHER PREMISE - FIELD/LAKE/PARK/ETC<br>Case Status: Open Investigation,400 Block HAWTHORNE AVE,ATHENS,GA,30606,33.955595,-83.411636,2016 Jan 15 06:39:39 AM,2016 Jan 21 09:02:00 AM,POINT (-83.411636 33.955595),17,Thursday,Robbery
"744,821,583",16-01-0909-1,2016 Jan 14 01:30:00 AM,LARCENY-THEFT,Occur From Date: 01/14/2016 01:30<br>Occur To Date: 01/14/2016 04:00<br>16-8-18 ENTERING AUTO (THEFT - ITEMS FROM VEH)<br>Case Status: Open Investigation,1000 Block WINTERVILLE RD,ATHENS,GA,30605,33.954015,-83.343543,2016 Jan 15 06:39:39 AM,2016 Jan 21 09:01:59 AM,POINT (-83.343543 33.954015),1,Thursday,Theft
"744,821,584",16-01-0933-1,2016 Jan 14 12:24:00 PM,ALL OTHER OFFENSES,Occur From Date: 01/14/2016 12:24<br>Occur To Date: 01/14/2016 12:24<br>16-11-39.1 HARASSING COMMUNICATIONS; VENUE; SEP OFFENSES; FREE SPEECH<br>Case Status: Open Investigation,600 Block FOURTH ST,ATHENS,GA,30601,33.9715284,-83.3600317,2016 Jan 15 06:39:39 AM,2016 Jan 21 09:01:59 AM,POINT (-83.3600317 33.9715284),12,Thursday,Other
"744,821,585",16-01-0908-1,2016 Jan 14 01:30:00 AM,DAMAGE TO PROPERTY OFFENSE,"Occur From Date: 01/14/2016 01:30<br>Occur To Date: 01/14/2016 04:00<br>16-8-18 ENTERING AUTO (VEH DAMAGE, NO THEFT)<br>Case Status: Open Investigation",1000 Block WINTERVILLE RD,ATHENS,GA,30605,33.954015,-83.343543,2016 Jan 15 06:39:39 AM,2016 Jan 21 09:01:59 AM,POINT (-83.343543 33.954015),1,Thursday,Property Crime
"744,821,590",16-01-0913-1,2016 Jan 14 08:35:00 AM,LARCENY-THEFT,Occur From Date: 01/14/2016 08:35<br>Occur To Date: 01/14/2016 08:40<br>16-8-18 ENTERING AUTO (THEFT - ITEMS FROM VEH)<br>Case Status: Open Investigation,1000 Block OCONEE ST,ATHENS,GA,30605,33.9498804,-83.362737,2016 Jan 15 06:39:46 AM,2016 Jan 21 09:08:11 AM,POINT (-83.362737 33.9498804),8,Thursday,Theft
"744,821,591",16-01-0914-1,2016 Jan 14 08:35:00 AM,LARCENY-THEFT,Occur From Date: 01/14/2016 08:35<br>Occur To Date: 01/14/2016 08:40<br>16-8-18 ENTERING AUTO (THEFT - ITEMS FROM VEH)<br>Case Status: Open Investigation,200 Block GEORGIA DR,ATHENS,GA,30605,33.9522762,-83.3655938,2016 Jan 15 06:39:46 AM,2016 Jan 21 09:08:11 AM,POINT (-83.3655938 33.9522762),8,Thursday,Theft
"744,821,598",16-01-0920-1,2016 Jan 14 10:12:00 AM,FORGERY AND COUNTERFEITING,Occur From Date: 01/14/2016 10:12<br>Occur To Date: 01/14/2016 10:12<br>16-9-1 FORGERY 3RD DEGREE - POSS/UTTERING CHECKS $1500 & UP<br>Case Status: Cleared by Arrest,200 Block US 29 HWY N,ATHENS,GA,30601,33.9823365,-83.3480506,2016 Jan 15 06:39:46 AM,2016 Jan 21 09:08:11 AM,POINT (-83.3480506 33.9823365),10,Thursday,Theft
"744,821,603",16-01-0958-1,2016 Jan 14 06:38:00 PM,OTHER ASSAULTS,Occur From Date: 01/14/2016 18:38<br>Occur To Date: 01/14/2016 18:49<br>16-5-20 SIMPLE ASSAULT<br>Case Status: Open Investigation,100 Block MASSEY LN,ATHENS,GA,30601,33.993116,-83.3633849,2016 Jan 15 06:39:46 AM,2016 Jan 21 09:01:21 AM,POINT (-83.3633849 33.993116),18,Thursday,Assault
"744,821,608",16-01-0919-1,2016 Jan 14 10:22:00 AM,LARCENY-THEFT,"Occur From Date: 01/14/2016 10:22<br>Occur To Date: 01/14/2016 10:22<br>16-8-14 THEFT BY SHOPLIFTING $.01 TO $500.00 1ST, 2ND, 3RD<br>Case Status: Cleared by Arrest",300 Block NORTH AVE,ATHENS,GA,30601,33.9760166,-83.3645896,2016 Jan 15 06:39:54 AM,2016 Jan 21 09:13:33 AM,POINT (-83.3645896 33.9760166),10,Thursday,Theft
