ID,Incident Date and Time,Incident Type,Street,City,State,Zip,Latitude,Longitude,Crime Category,Theft,Sexual Abuse,Assault,Others,Rape,Murder,Drug Abuse,Drinking in Public,Traffic Accidents,Forgery,Vandalism,Weapon Violation,Missing Person,Suspicious Entity,Indecent Exposure,Accident,Animal Abuse,Threats,Harassment,Child Abuse,Trespassing,Stalking,Evidence Tampering,Misconduct,Prostitution,Noise Complaint,Kidnapping,Severity Index
"743,883,248",2000 Jan 28 10:15:00 PM,all other offenses,100 Block WESTCHESTER LN,Athens,GA,30606,33.9615649,-83.4340942,Others,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"743,855,262",2000 Jan 28 11:00:00 PM,larceny-theft,1000 Block GAINES SCHOOL RD,Athens,GA,30605,33.9266115,-83.33835690000001,Theft,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"743,871,569",2000 Jan 28 11:00:00 PM,larceny-theft,COLLEGE AV,Athens,GA,30601,33.963267,-83.37727790000001,Theft,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"743,881,223",2000 Jan 28 11:20:00 PM,all other offenses,100 Block BLUESTONE DR,Athens,GA,30622,33.9332689,-83.4947504,Others,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"743,881,227",2000 Jan 28 11:20:00 PM,other assaults,100 Block BLUESTONE DR,Athens,GA,30622,33.9332689,-83.4947504,Assault,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"743,898,148",2000 Jan 28 11:20:00 PM,all other offenses,100 Block BLUESTONE DR,Athens,GA,30622,33.9332689,-83.4947504,Others,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"743,829,249",2000 Jan 28 11:35:00 PM,liquor laws,N THOMAS ST,Athens,GA,30601,33.9607273,-83.3736171,Drinking in Public,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"743,744,781",2000 Jan 28 11:43:00 PM,other assaults,200 Block W WASHINGTON ST,Athens,GA,30601,33.9587294,-83.3788575,Assault,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"743,464,548",2000 Jan 28 11:54:00 PM,driving under the influence,OAK RIDGE AV,Athens,GA,30601,33.9624411,-83.3620676,Traffic Accidents,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"743,696,917",2000 Jan 29 12:01:00 AM,other assaults,200 Block CATALPA DR,Athens,GA,30601,34.0106488,-83.3506344,Assault,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"743,686,713",2000 Jan 29 12:38:00 AM,other assaults,200 Block PAULDOE ST,Athens,GA,30606,33.9541521,-83.41189159999999,Assault,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"743,696,824",2000 Jan 29 12:45:00 AM,other assaults,200 Block S PETER ST,Athens,GA,30601,33.9557287,-83.3619687,Assault,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"743,721,401",2000 Jan 29 12:45:00 AM,aggravated assault,2300 Block DANIELSVILLE RD,Athens,GA,30601,34.009669,-83.344998,Assault,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"743,494,488",2000 Jan 29 01:10:00 AM,driving under the influence,2900 Block RIVERBEND RD,Athens,GA,30605,33.9169251,-83.37648879999999,Traffic Accidents,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"743,825,229",2000 Jan 29 01:10:00 AM,liquor laws,W CLAYTON ST,Athens,GA,30601,33.9582022,-83.3770653,Drinking in Public,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"743,830,375",2000 Jan 29 01:10:00 AM,driving under the influence,W CLAYTON ST,Athens,GA,30601,33.9582022,-83.3770653,Traffic Accidents,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"743,517,442",2000 Jan 29 02:05:00 AM,disorderly conduct,100 Block N JACKSON ST,Athens,GA,30601,33.95792120000001,-83.3742679,Others,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"743,890,843",2000 Jan 29 02:30:00 AM,drug abuse violations,ATLANTA HWY,Athens,GA,30606,33.9408104,-83.46563359999999,Drug Abuse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"743,897,121",2000 Jan 29 02:30:00 AM,driving under the influence,ATLANTA HWY,Athens,GA,30606,33.9408104,-83.46563359999999,Traffic Accidents,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"743,470,325",2000 Jan 29 02:45:00 AM,all other offenses,2400 Block JEFFERSON RD,Athens,GA,30607,33.9725625,-83.4125426,Others,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"743,461,589",2000 Jan 29 03:10:00 AM,all other offenses,100 Block COUNTRY CLUB PL,Athens,GA,30606,33.9484066,-83.3946949,Others,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"743,517,675",2000 Jan 29 03:50:00 AM,driving under the influence,MARTIN LUTHER KING PKW,Athens,GA,30601,33.963530799999994,-83.369745,Traffic Accidents,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"743,484,732",2000 Jan 29 05:11:00 AM,driving under the influence,MADISON HTS,Athens,GA,30601,33.9683614,-83.3730809,Traffic Accidents,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
