ID,Incident Date and Time,Incident Type,Street,City,State,Zip,Latitude,Longitude
"743,833,928",2000 Feb 14 01:40:00 PM,OTHER ASSAULTS,1300 Block CEDAR SHOALS DR,ATHENS,GA,30605.0,33.9227066,-83.3320961
"743,659,272",2000 Feb 14 02:35:00 PM,ALL OTHER OFFENSES,2400 Block W BROAD ST,ATHENS,GA,30606.0,33.9474468,-83.4194657
"743,663,738",2000 Feb 14 02:35:00 PM,DRUG ABUSE VIOLATIONS,2400 Block W BROAD ST,ATHENS,GA,30606.0,33.9474468,-83.4194657
"743,530,902",2000 Feb 14 02:45:00 PM,FORGERY AND COUNTERFEITING,500 Block OCONEE ST,ATHENS,GA,30605.0,33.9539302,-83.3669664
"743,638,793",2000 Feb 14 03:30:00 PM,LARCENY-THEFT,100 Block NORTH AV,ATHENS,GA,30601.0,33.9664162,-83.3714579
"743,638,685",2000 Feb 14 03:45:00 PM,LARCENY-THEFT,100 Block PARTRIDGE LN,ATHENS,GA,30606.0,33.9811658,-83.4437243
"743,464,723",2000 Feb 14 04:11:00 PM,ALL OTHER OFFENSES,100 Block WILLOW ST,ATHENS,GA,30601.0,33.9588467,-83.3676511
"743,907,197",2000 Feb 14 04:30:00 PM,LARCENY-THEFT,COLLEGE AV,ATHENS,GA,30601.0,33.963267,-83.3772779
"743,575,403",2000 Feb 14 05:00:00 PM,OTHER ASSAULTS,WAKEFIELD TRC,ATHENS,GA,30605.0,33.9107789,-83.3449821
"743,669,132",2000 Feb 14 05:24:00 PM,LARCENY-THEFT,700 Block BOULEVARD,ATHENS,GA,30601.0,33.9659761,-83.3928526
"743,685,978",2000 Feb 14 05:30:00 PM,LARCENY-THEFT,100 Block NORTH AV,ATHENS,GA,30601.0,33.9664162,-83.3714579
"743,493,362",2000 Feb 14 06:00:00 PM,ALL OTHER OFFENSES,800 Block HILL ST,ATHENS,GA,30606.0,33.9584871,-83.3936751
"743,681,078",2000 Feb 14 06:45:00 PM,LARCENY-THEFT,100 Block ALPS RD,ATHENS,GA,30606.0,33.9489162,-83.408391
"743,678,931",2000 Feb 14 07:00:00 PM,LARCENY-THEFT,2400 Block JEFFERSON RD,ATHENS,GA,30607.0,33.9725625,-83.4125426
"743,475,412",2000 Feb 14 08:45:00 PM,ALL OTHER OFFENSES,500 Block E CARVER DR,ATHENS,GA,30601.0,33.9587709,-83.3529921
"743,669,520",2000 Feb 14 09:30:00 PM,LARCENY-THEFT,600 Block N HIGHWAY 29,ATHENS,GA,30601.0,33.9944775,-83.3369448
