ID,Incident Date and Time,Incident Type,Street,City,State,Zip,Latitude,Longitude
"882,230,895",2018 Oct 20 11:26:26 AM,BURGLARY,300 Block FILLMORE AV,BUFFALO,NY,14206,42.88396764,-78.83899794
"843,185,660",2018 Apr 20 11:00:41 AM,ROBBERY,HAGER ST & FLORIDA ST,BUFFALO,NY,14206,42.92019331,-78.84821986
"843,185,658",2018 Apr 20 11:27:00 AM,BURGLARY,400 Block DOAT ST,BUFFALO,NY,14206,42.91002483,-78.80409195
"843,270,224",2018 Apr 20 12:00:00 PM,BURGLARY,300 Block HUMBOLDT PW,BUFFALO,NY,14206,42.92477915,-78.84667136
"843,187,152",2018 Apr 20 12:00:46 PM,LARCENY/THEFT,400 Block GRIDER ST,BUFFALO,NY,14206,42.91768409,-78.82913214
"863,328,350",2018 Jul 11 08:10:00 PM,ASSAULT,1400 Block BROADWAY,BUFFALO,NY,14206,42.89561145,-78.8217672
"906,159,062",2018 Dec 19 12:00:00 AM,SEXUAL ABUSE,1900 Block BAILEY AV,BUFFALO,NY,14206,42.90890898,-78.81338247
"906,243,140",2018 Sep 07 12:00:00 PM,SEXUAL ABUSE,1 Block MILLICENT AV,BUFFALO,NY,14206,42.9348424,-78.81146245
"903,080,861",2019 Jan 23 02:00:00 AM,UUV,400 Block NEWBURGH AV,BUFFALO,NY,14206,42.92568489,-78.80791894
"903,106,252",2019 Jan 24 11:00:00 AM,BURGLARY,100 Block SMITH ST,BUFFALO,NY,14206,42.86658163,-78.84657305
"903,216,336",2019 Jan 25 03:00:00 AM,LARCENY/THEFT,400 Block KOONS AV,BUFFALO,NY,14206,42.90779635,-78.82076901
"902,916,702",2019 Jan 25 12:52:33 AM,ASSAULT,1 Block THOMAS ST,BUFFALO,NY,14206,42.8815609,-78.83544347
"902,972,633",2019 Jan 25 09:00:00 AM,LARCENY/THEFT,200 Block SUFFOLK ST,BUFFALO,NY,14206,42.93023511,-78.81025056
"903,059,006",2019 Jan 25 09:52:41 AM,BURGLARY,1 Block KRUPP AV,BUFFALO,NY,14206,42.89267217,-78.82336053
"903,059,009",2019 Jan 25 12:48:09 PM,LARCENY/THEFT,1700 Block BROADWAY,BUFFALO,NY,14206,42.89802749,-78.80748265
"903,220,312",2019 Jan 25 07:21:45 PM,LARCENY/THEFT,1700 Block BROADWAY,BUFFALO,NY,14206,42.89802749,-78.80748265
"863,579,000",2010 Jul 12 02:00:00 AM,LARCENY/THEFT,200 Block SOBIESKI ST,BUFFALO,NY,14206,42.90061015,-78.832386
"861,551,538",2018 Jun 26 12:00:00 AM,UUV,100 Block LANGFIELD DR,BUFFALO,NY,14206,42.93007093,-78.81002592
"862,059,988",2018 Jun 28 08:00:00 AM,BURGLARY,1 Block WARREN AV,BUFFALO,NY,14206,42.8931182,-78.83291561
"861,564,902",2018 Jun 29 12:00:00 AM,BURGLARY,100 Block DONOVAN DR,BUFFALO,NY,14206,42.91189784,-78.82757865
"861,568,369",2018 Jun 29 12:00:00 AM,LARCENY/THEFT,1 Block RICKERT AV,BUFFALO,NY,14206,42.91796182,-78.84010909
"861,560,688",2018 Jun 29 04:30:00 PM,ASSAULT,200 Block SOBIESKI ST,BUFFALO,NY,14206,42.90258458,-78.83291647
"861,553,690",2018 Jun 30 11:31:28 AM,LARCENY/THEFT,1000 Block GENESEE ST,BUFFALO,NY,14206,42.90205008,-78.83888603
"861,526,588",2018 Jun 30 12:11:18 PM,BURGLARY,100 Block OLYMPIC AV,BUFFALO,NY,14206,42.92651373,-78.81874996
"861,564,903",2018 Jun 30 12:30:00 PM,LARCENY/THEFT,E UTICA ST & WOODLAWN AV,BUFFALO,NY,14206,42.91130567,-78.84713659
"861,784,071",2018 Jul 01 12:00:00 PM,SEXUAL ABUSE,300 Block LASALLE AV,BUFFALO,NY,14206,42.94501059,-78.81717706
"861,606,351",2018 Jul 01 12:00:00 AM,LARCENY/THEFT,200 Block HEMPSTEAD AV,BUFFALO,NY,14206,42.93049432,-78.80397833
"861,588,836",2018 Jul 01 12:13:38 AM,LARCENY/THEFT,300 Block FILLMORE AV,BUFFALO,NY,14206,42.88396764,-78.83899794
"861,715,324",2018 Jul 02 02:32:19 AM,LARCENY/THEFT,1700 Block WILLIAM ST,BUFFALO,NY,14206,42.88452613,-78.80821733
"861,722,365",2018 Jul 02 04:30:00 AM,BURGLARY,100 Block OLYMPIC AV,BUFFALO,NY,14206,42.92763871,-78.81875424
"861,721,300",2018 Jul 02 12:00:00 AM,BURGLARY,100 Block FREDRO ST,BUFFALO,NY,14206,42.8706094,-78.81085271
"861,730,160",2018 Jul 02 09:45:00 AM,ASSAULT,1500 Block BROADWAY AV,BUFFALO,NY,14206,42.89666617,-78.81591203
"861,744,963",2018 Jul 02 10:00:00 AM,LARCENY/THEFT,200 Block LANGFIELD DR,BUFFALO,NY,14206,42.92966944,-78.80487155
"915,357,548",2019 Apr 30 01:35:55 AM,UUV,CLINTON ST & BAILEY AV,BUFFALO,NY,14206,42.87207256,-78.81999784
"890,370,672",2018 Nov 23 09:14:49 AM,CRIM NEGLIGENT HOMICIDE,400 Block BENZINGER ST,BUFFALO,NY,14206,42.89605387,-78.80646788
"867,811,018",2018 Aug 15 08:58:00 AM,LARCENY/THEFT,2700 Block MAIN ST,BUFFALO,NY,14206,42.94090608,-78.83762749
"867,980,123",2018 Aug 15 01:25:00 PM,LARCENY/THEFT,1 Block GORSKI ST,BUFFALO,NY,14206,42.86943249,-78.80935624
"868,748,623",2018 Aug 16 08:30:00 PM,LARCENY/THEFT,300 Block DINGENS ST,BUFFALO,NY,14206,42.87852827,-78.80241266
"867,811,017",2018 Aug 17 09:30:00 AM,LARCENY/THEFT,1000 Block FILLMORE AV,BUFFALO,NY,14206,42.9031186,-78.83959959
"683,952,214",2015 Feb 04 12:50:00 PM,ASSAULT,800 Block E DELAVAN AV,BUFFALO,NY,14206,42.92216301,-78.82612579
"683,952,216",2015 Feb 04 01:25:00 PM,LARCENY/THEFT,1700 Block BROADWAY,BUFFALO,NY,14206,42.89802749,-78.80748265
"685,851,455",2015 Feb 04 02:37:00 PM,ASSAULT,600 Block E DELAVAN AV,BUFFALO,NY,14206,42.92209507,-78.83221117
"866,338,865",2018 Jul 27 12:00:00 AM,LARCENY/THEFT,600 Block NORTHUMBERLAND AV,BUFFALO,NY,14206,42.93375277,-78.82105541
"866,539,581",2018 Jul 27 12:30:00 PM,UUV,1400 Block GENESEE ST,BUFFALO,NY,14206,42.9070949,-78.82811958
"865,503,192",2018 Jul 31 01:00:00 AM,SEXUAL ABUSE,300 Block GUILFORD ST,BUFFALO,NY,14206,42.90297188,-78.84381657
"865,508,314",2018 Aug 01 05:40:00 AM,LARCENY/THEFT,700 Block SWAN ST,BUFFALO,NY,14206,42.87667216,-78.84960057
